acc,bra,str,dstr,ddstr,ax,ay,V,LO,HA,SSW_LeftDown,SSW_LeftCenter,SSW_LeftTop,SSW_CenterTop,SSW_RightTop,SSW_RightCenter,SSW_RightDown,HeartRate,Label,time_in_SEC
0.89455,0,0.168860605,0,-8.278194086,0.218229757,0.154770761,138.8818581,1.66722499,2.070743644,0,0,5,1,6,0,0,92,1,78.5
0.90235,0,0.114668132,-2.513274123,-9.132156075,0.219624363,0.140038376,139.6582789,1.892549886,2.065901678,0,0,5,1,6,0,0,92,1,78.6
0.875,0,-0.102887159,-3.298672286,-5.350678566,0.203913489,0.07626246,140.3899277,-1.739151938,2.163798024,0,0,5,1,6,0,0,92,1,78.7
0.8672,0,-0.061261057,3.298672286,1.247549655,0.197337057,0.045116814,141.0980528,-1.522987367,2.420447918,0,0,5,1,6,0,0,92,1,78.8
0.8906,0,0.010995574,-1.413716694,7.513181706,0.206769313,0.02711023,141.8393886,-1.305986002,2.781142691,0,0,5,1,6,0,0,96,1,78.9
0.875,0,-0.073042029,0.157079633,10.59947972,0.196116575,-0.004594955,142.5495941,-1.085114302,3.172001677,0,0,5,1,6,0,0,96,1,79
0.8633,0,0.052621677,2.827433388,9.278691908,0.187623536,-0.020002891,143.2231021,-0.856870413,3.557749636,0,0,5,1,6,0,0,96,1,79.1
0.85545,0,0.043982297,-2.35619449,4.532559857,0.181230393,-0.031534251,143.8650042,-0.61918658,3.87844213,0,0,5,1,6,0,0,96,1,79.2
0.6875,0,0.109955743,5.497787144,-0.981889255,0.092541156,-0.029519079,144.3275798,-0.370645797,4.103769123,0,0,5,1,6,0,0,96,1,79.3
0.5586,0,0.398982267,2.670353756,-4.576408115,0.023257879,0.046927852,144.4148085,-0.114000261,4.126791681,0,0,5,1,6,0,0,96,1,79.4
0.5117,0,0.417831823,0,-4.921078112,-0.001680377,0.085090856,144.4149588,0.145586325,3.836264923,0,0,5,1,6,0,0,96,1,79.5
0.5117,0,0.459457926,0.785398163,-2.686538802,-0.00293939,0.142644846,144.4022107,0.404438312,3.275420257,0,0,5,1,6,0,0,97,1,79.6
0.4801,0,0.471238898,0,-0.211681505,-0.020316505,0.204323308,144.3366839,0.657491977,2.507225854,0,0,5,1,6,0,0,97,1,79.7
0.34125,0,0.471238898,0,0.102172106,-0.09261348,0.264299952,144.0984877,0.899152921,1.611829743,0,0,5,1,6,0,0,97,1,79.8
0.64455,0,0.472024296,0,-2.517276334,0.063992311,0.33046798,143.9066065,1.123669574,0.668356754,0,0,5,1,6,0,0,97,1,79.9
0.7031,0,0.472809694,0.157079633,-6.615389147,0.0923795,0.379956629,144.1349674,1.325468973,-0.240404105,0,0,5,1,6,0,0,97,1,80
0.4206,0,0.572555261,2.984513021,-9.415870687,-0.057828578,0.433187534,144.0154552,1.49960884,-1.088777186,0,0,5,1,6,0,0,97,1,80.1
0.2817,0,0.638528707,-1.413716694,-8.566439714,-0.13126206,0.48021426,143.3580206,1.641378407,-1.95291742,0,0,5,1,6,0,0,97,1,80.2
0.48805,0,0.32515484,-7.853981634,-3.807091754,-0.016039267,0.459288489,143.1496091,1.748257304,-2.775948629,0,0,5,1,6,0,0,97,1,80.3
0.13885,0,0.080896011,-1.727875959,2.74903131,-0.188672685,0.406561903,142.491575,1.823617423,-3.344848757,0,0,5,1,6,0,0,97,1,80.4
0.53515,0,0.064402649,-0.314159265,7.863492551,0.018117547,0.391058607,142.2250284,1.87115987,-3.563862838,0,0,5,1,6,0,0,97,1,80.5
0.66795,0,0.033772121,0,9.218024084,0.086793059,0.337293922,142.533236,1.892521727,-3.415039349,0,0,5,1,6,0,0,97,1,80.6
0.77345,0,0.058904862,0.785398163,6.676612519,0.140053232,0.27045945,143.0689008,1.892497952,-2.954339164,0,0,5,1,6,0,0,97,1,80.7
0.7539,0,0.095818576,0.628318531,2.429488848,0.12858778,0.195476718,143.5825394,1.878034684,-2.292423692,0,0,5,1,6,0,0,97,1,80.8
0.7383,0,0.184568568,2.670353756,-0.652335065,0.118656343,0.140320922,144.0328082,1.856610892,-1.559680917,0,0,5,1,6,0,0,97,1,80.9
0.7539,0,0.291382719,0.628318531,-0.844016812,0.124368626,0.111154051,144.4719548,1.833704678,-0.916826491,0,0,5,1,6,0,0,97,1,81
0.76955,0,0.195564143,-3.612831552,1.230120271,0.131222546,0.077637102,144.9560106,1.813600653,-0.470369033,0,0,5,1,6,0,0,97,1,81.1
0.71875,0,0.026703538,-1.256637061,3.283655931,0.104947059,0.024074667,145.3241574,1.80172929,-0.167983939,0,0,5,1,6,0,0,97,1,81.2
0.72655,0,0.034557519,2.042035225,3.074263675,0.107549471,0.015702278,145.7320758,1.80235436,0.078709979,0,0,5,1,6,0,0,97,1,81.3
0.6406,0,0.333794219,6.126105675,0.075530448,0.060374063,0.074528659,145.962674,1.815231879,0.226485857,0,0,5,1,6,0,0,97,1,81.4
0.6406,0,0.576482252,1.727875959,-4.089141058,0.055022126,0.153534424,146.1591746,1.834792496,0.08695775,0,0,5,1,6,0,0,97,1,81.5
0.6367,0,0.585121632,-0.628318531,-6.725284893,0.051319825,0.203490219,146.3170874,1.855442885,-0.415007341,0,0,5,1,6,0,0,97,1,81.6
0.6328,0,0.425685805,-4.555309348,-6.053549631,0.049472084,0.249471517,146.4433061,1.872881302,-1.185881963,0,0,5,1,6,0,0,97,1,81.7
0.625,0,0.251327412,-1.099557429,-2.580044429,0.04777624,0.272509918,146.5281511,1.884278798,-2.016211957,0,0,5,1,6,0,0,97,1,81.8
0.6406,0,0.252898209,0.785398163,1.167724509,0.054867614,0.319727516,146.6035336,1.886463028,-2.734594659,0,0,5,1,6,0,0,97,1,81.9
0.6406,0,0.266249977,0,2.450149107,0.053957932,0.34942278,146.6907913,1.875287163,-3.292846337,0,0,5,1,6,0,0,97,1,82
0.6367,0,0.190851754,-1.570796327,0.418088606,0.052499064,0.348183858,146.7868821,1.848693207,-3.66463247,0,0,5,1,6,0,0,97,1,82.1
0.6328,0,0.157865031,1.727875959,-2.766012493,0.05091519,0.331628144,146.9073424,1.807141724,-3.816030552,0,0,5,1,6,0,0,97,1,82.2
0.6289,0,0.285884931,0.314159265,-3.302890875,0.0476037,0.322002261,147.0449729,1.751993468,-3.772539933,0,0,5,1,6,0,0,97,1,82.3
0.5078,0,0.173572994,-2.984513021,1.827980752,-0.014180047,0.286409624,147.0214911,1.685294848,-3.611124864,0,0,5,1,6,0,0,97,1,82.4
0.53515,0,0.204203522,2.35619449,12.26804684,0.000696692,0.252894762,147.013351,1.610802906,-3.365232282,0,0,5,1,6,0,0,97,1,82.5
0.52735,0,0.176714587,-3.455751919,23.52736295,-0.002928912,0.222225608,146.9993597,1.532281128,-3.059697692,0,0,5,1,6,0,0,97,1,82.6
0.6172,0,0.095818576,5.183627878,28.92704792,0.045076767,0.169892145,147.0329483,1.454296071,-2.690502972,0,0,5,1,6,0,0,97,1,82.7
0.8828,0,0.777544182,15.23672437,23.10868269,0.165864952,0.303277139,147.6600653,1.375331678,-2.444958037,0,0,5,1,6,0,0,97,1,82.8
0.59765,0,1.810342767,12.25221135,5.247191036,-0.042925509,0.563361447,147.5519336,1.280849642,-2.94440216,0,0,5,1,6,0,0,97,1,82.9
0,0,1.850398073,-0.785398163,-19.63662039,-0.361483092,0.646972408,146.9319845,1.154468868,-4.601302361,0,0,5,1,6,0,0,97,1,83
0,0,1.797776396,-0.785398163,-42.59085633,-0.367892633,0.821108656,145.1762556,0.98831729,-7.225560984,0,0,5,1,6,0,0,97,1,83.1
0,0,1.735729941,-1.256637061,-54.79979522,-0.372420165,1.020059688,142.9452614,0.769988283,-10.53600958,0,0,5,1,6,0,0,97,1,83.2
0.83595,0,1.669756495,-4.08407045,-51.59779016,0.060361339,1.284205001,141.2640911,0.47832513,-14.17815494,0,0,5,1,6,0,0,97,1,83.3
0.5547,0,1.153749902,-11.30973355,-34.55378894,-0.04591235,1.31057554,139.7737818,0.091353424,-17.60373217,0,0,5,1,6,0,0,97,1,83.4
0,0,0.641670299,-14.13716694,-10.54154064,-0.293902641,1.267587386,137.7467817,-0.393053924,-20.36430095,0,0,5,1,6,0,0,97,1,83.5
0.02775,0,-0.439822972,-14.13716694,11.85220439,-0.215394915,1.071975413,135.7769692,-0.960887798,-22.08802072,0,0,5,1,6,0,0,97,1,83.6
0.54685,0,-1.187522023,-14.45132621,26.2361002,0.061307107,0.790488789,135.8347729,-1.598441167,-21.97710787,0,0,5,1,6,0,0,97,1,83.7
0.66795,0,-1.640696763,1.413716694,30.97888548,0.101832425,0.387422573,137.1641241,1.563455514,-19.55865732,0,0,5,1,6,0,0,97,1,83.8
0.71485,0,-1.5393804,-0.628318531,28.92827314,0.103715096,-0.019857278,138.7481725,0.855817202,-15.17163155,0,0,5,1,6,0,0,97,1,83.9
0.72655,0,-1.61634942,0,24.77484367,0.082415977,-0.472796447,139.5261589,0.166862691,-9.570500472,0,0,5,1,6,0,0,97,1,84
0.71095,0,-1.74044233,-3.926990817,21.95301093,0.038067455,-0.955483833,139.0513151,-0.457899333,-3.427692506,0,0,5,1,6,0,0,97,1,84.1
0.54685,0,-1.720807376,4.71238898,21.1297302,-0.075843084,-1.347054731,136.9676054,-0.971584299,2.779991594,0,0,5,1,6,0,0,97,1,84.2
0.79685,0,-1.531526419,4.555309348,20.16276959,0.056440293,-1.639667669,134.5310407,-1.335932775,8.584544766,0,0,5,1,6,0,0,97,1,84.3
0.3571,0,-1.195376005,6.126105675,16.27419262,-0.146593257,-1.732087867,131.5045822,-1.528556896,13.55145437,0,0,5,1,6,0,0,97,1,84.4
0.6406,0,-0.630674725,10.68141502,8.299430017,0.055184959,-1.71924229,129.3789538,-1.542789901,17.29073583,0,0,5,1,6,0,0,97,1,84.5
0.8125,0,0.137444679,12.88052988,-2.33885686,0.199107835,-1.46920862,129.0022009,-1.381629319,19.19499424,0,0,5,1,6,0,0,97,1,84.6
0.19045,0,0.830165859,6.283185307,-12.65022644,-0.096162504,-1.066615124,128.9795443,-1.0732823,19.07275742,0,0,5,0,6,0,0,98,1,84.7
0,0,0.955829565,0,-19.9026155,-0.197597318,-0.716107767,129.217685,-0.657350305,17.29352175,0,0,5,0,6,0,0,98,1,84.8
0,0,0.945619389,0,-23.15775269,-0.20723245,-0.338954373,129.5129813,-0.167282904,14.34887436,0,0,5,0,6,0,0,98,1,84.9
0,0,0.935409213,-0.314159265,-23.31104424,-0.218444416,0.044951145,129.3821976,0.363105177,10.69553372,0,0,5,0,6,0,0,98,1,85
0.02775,0,0.944833991,0.942477796,-21.78325299,-0.214717961,0.390273892,128.6099287,0.898007895,6.741303497,0,0,5,0,6,0,0,98,1,85.1
0.3452,0,1.137256541,2.35619449,-18.89360989,-0.070362631,0.731070881,127.7399652,1.403482427,2.776283117,0,0,5,0,6,0,0,98,1,85.2
0.71875,0,0.666803041,-12.72345025,-13.6249781,0.136636089,0.883865851,127.2401836,1.850883547,-0.878853309,0,0,5,0,6,0,0,98,1,85.3
0.71875,0,0.095033178,-5.811946409,-4.412127109,0.159003713,0.87423478,126.8335255,-1.622598991,-3.60111655,0,0,5,1,6,0,0,98,1,85.4
0.71485,0,-0.11545353,-2.513274123,8.707298566,0.163440239,0.82834313,126.8476207,-1.318991605,-4.988320587,0,0,5,1,6,0,0,98,1,85.5
0.70705,0,-0.236404847,-2.042035225,22.84996429,0.161733172,0.698061246,127.3276152,-1.084847888,-5.065050419,0,0,5,1,6,0,0,98,1,85.6
0.6953,0,-0.273318561,0,32.84762813,0.154325358,0.514689673,128.1162603,-0.908583149,-4.053462832,0,0,5,1,6,0,0,98,1,85.7
0.7031,0,-0.241117236,2.513274123,33.81792729,0.155313437,0.304498308,129.0002022,-0.772265098,-2.28179452,0,0,5,1,6,0,0,98,1,85.8
0.7031,0,-0.18378317,-0.942477796,24.32183207,0.151825654,0.095258392,129.7816005,-0.654985038,-0.103224111,0,0,5,1,6,0,0,98,1,85.9
0.6172,0,0.142157068,16.3362818,7.539400891,0.104419601,-0.01284622,130.3201151,-0.536478384,2.124458334,0,0,5,1,6,0,0,98,1,86
0.46425,0,0.841946831,11.46681319,-9.800525546,0.015114464,0.017082087,130.3221597,-0.408926963,3.797180141,0,0,5,1,6,0,0,98,1,86.1
0.46425,0,1.003738853,0,-20.87333113,0.012454006,0.022320167,130.3091021,-0.270922627,4.45470934,0,0,5,1,6,0,0,98,1,86.2
0.52735,0,1.008451242,0.628318531,-22.43663279,0.043670272,0.086250647,130.4891907,-0.120385084,4.100870442,0,0,5,1,6,0,0,98,1,86.3
0.53125,0,0.928340629,-3.926990817,-16.44130792,0.041673339,0.211316442,130.7019018,0.038738132,2.934714982,0,0,5,1,6,0,0,98,1,86.4
0.59765,0,0.60711278,-4.555309348,-8.459956094,0.081817248,0.286362192,130.9411783,0.199104201,1.300006,0,0,5,1,6,0,0,98,1,86.5
0.59765,0,0.753196839,7.068583471,-4.203790698,0.075219839,0.437127516,131.0554887,0.352181383,-0.444574182,0,0,5,1,6,0,0,99,1,86.6
0.60155,0,0.905564082,0,-5.942641591,0.066395409,0.589342359,130.9937778,0.48372717,-2.204059591,0,0,5,1,6,0,0,99,1,86.7
0.7461,0,0.916559657,0,-11.0278408,0.136770656,0.695635405,130.9778869,0.581050479,-3.91828228,0,0,5,1,6,0,0,99,1,86.8
0.73435,0,0.814457895,-6.283185307,-13.96715406,0.12810393,0.762633301,130.9983354,0.635305195,-5.466592893,0,0,5,1,6,0,0,99,1,86.9
0.70705,0,-0.062046455,-17.12167996,-9.936846941,0.146270071,0.589507785,131.1308773,0.647671982,-6.537728542,0,0,5,1,6,0,0,99,1,87
0.5742,0,-0.678584013,-1.256637061,1.553029846,0.081715422,0.400843983,131.449883,0.634889427,-6.500856867,0,0,5,1,6,0,0,99,1,87.1
0.2222,0,0.225409273,13.66592804,15.96118787,-0.10917182,0.473489138,131.3482039,0.608405966,-5.477803615,0,0,4,0,6,0,0,99,1,87.2
0,0,-0.114668132,-14.9225651,25.81952909,-0.216017089,0.291557248,130.7017794,0.571660146,-4.172639393,0,0,4,0,6,0,0,99,1,87.3
0,0,-0.603971188,-1.099557429,25.18410336,-0.215442765,0.063235267,130.0713709,0.544255569,-2.522598393,0,0,4,0,6,0,0,99,1,87.4
0.19045,0,-0.292953515,9.267698328,13.3150751,-0.114551492,-0.026230217,129.5345265,0.545095121,-0.45462933,0,0,4,0,6,0,0,99,1,87.5
0.3452,0,0.234834051,5.340707511,-4.250979296,-0.033547408,-0.037473283,129.358351,0.580270364,1.587923852,0,0,4,0,6,0,0,99,1,87.6
0.44045,0,0.242688032,-5.026548246,-18.25602186,0.016081153,-0.0995821,129.3295131,0.6551167,3.202600645,0,0,4,0,6,0,0,99,1,87.7
0.40075,0,-0.052621677,-0.785398163,-20.37182915,-0.004339624,-0.193372,129.3237559,0.780551939,4.426839846,0,0,4,0,6,0,0,99,1,87.8
0.23805,0,0.014137167,1.099557429,-7.797607735,-0.087340052,-0.19406858,128.930156,0.963708317,5.414887963,0,0,4,0,6,0,0,99,1,87.9
0.34125,0,-0.025918139,-0.314159265,14.74839039,-0.033474131,-0.177222757,128.8172991,1.205858833,6.205968073,0,0,4,0,6,0,0,99,1,88
0,0,0.041626103,2.984513021,36.81252585,-0.20772003,-0.146182078,128.081914,1.505729258,6.853391964,0,0,4,0,6,0,0,99,1,88.1
0,0,0.259181394,4.241150082,47.06861046,-0.20524367,-0.063479471,127.3651783,1.858390781,7.345911622,0,0,4,0,6,0,0,99,1,88.2
0,0,0.398196869,6.283185307,38.80977568,-0.204499081,0.014709466,126.6590436,-1.59259558,7.608181289,0,0,4,0,6,0,0,99,1,88.3
0,0,1.206371579,26.86061719,13.36814103,-0.228274663,0.257752258,125.9078549,-1.158671954,7.450908113,0,0,4,0,6,0,0,99,1,88.4
0,0,2.148849375,9.267698328,-20.17585873,-0.296563908,0.56732894,124.876304,-0.714919044,6.324285697,0,0,5,0,6,0,0,99,1,88.5
0,0.45235,2.338915731,0,-49.03668179,-0.765152803,0.750675555,122.1710999,-0.287108499,3.937295136,0,0,5,0,6,0,0,99,1,88.6
0,0.5,2.284723257,-2.670353756,-62.48897617,-0.82578009,0.983278134,118.5761784,0.105535318,0.448303594,0,0,5,0,6,0,0,99,1,88.7
0,0.5156,2.199900256,-0.785398163,-56.47682054,-0.85248003,1.242211937,114.2091895,0.444538825,-3.881903096,0,0,5,0,6,0,0,99,1,88.8
0,0.48805,2.11664805,-3.298672286,-35.05176494,-0.831371378,1.552853059,109.0265204,0.709784159,-8.784099335,0,0,5,0,6,0,0,99,1,88.9
0,0,1.438849435,-19.32079482,-7.889939712,-0.274733496,1.705329575,105.384531,0.876187631,-13.47987092,0,0,5,0,6,0,0,99,1,89
0.22615,0,0.428041999,-11.30973355,14.58306536,-0.061131836,1.617479668,102.7325158,0.932241577,-16.90599911,0,0,5,1,6,0,0,99,1,89.1
0.27775,0,0.263108385,0.314159265,25.84774998,-0.017562518,1.530733843,101.4038511,0.878753821,-18.49798963,0,0,5,1,6,0,0,99,1,89.2
0.2738,0,0.23090706,-1.413716694,25.5391545,-0.01232094,1.338037794,101.0097855,0.722569075,-18.44526187,0,0,5,1,6,0,0,99,1,89.3
0.2738,0,0.078539816,-2.984513021,18.48372662,0.000847486,1.042089975,101.2321623,0.480313904,-17.13618609,0,0,5,1,6,0,0,99,1,89.4
0.28965,0,0.048694686,0.314159265,11.02598511,0.013022879,0.744199666,101.7090439,0.176356393,-14.96094286,0,0,5,1,6,0,0,99,1,89.5
0.2976,0,0.014137167,-2.984513021,7.55250827,0.019333648,0.457140348,102.2464528,-0.163592418,-12.33063322,0,0,5,0,6,0,0,99,1,89.6
0.12695,0,-0.194778745,-1.099557429,8.624331814,-0.065371615,0.174133676,102.2881376,-0.509863151,-9.49261483,0,0,5,0,6,0,0,99,1,89.7
0.123,0,-0.053407075,6.44026494,11.43201061,-0.068035859,-0.00500535,102.1452715,-0.833230099,-6.614867403,0,0,5,0,6,0,0,99,1,89.8
0.11905,0,0.069900437,-2.513274123,12.27359342,-0.069670651,-0.115712008,101.8819211,-1.113881993,-3.957318643,0,0,5,0,6,0,0,99,1,89.9
0,0,0.23090706,15.393804,9.175326198,-0.129996092,-0.16885653,101.4767705,-1.33657768,-1.675927686,0,0,5,0,6,0,0,99,1,90
0,0,0.664446846,1.884955592,2.884157444,-0.131727661,-0.103908944,100.961525,-1.495413361,0.024515756,0,0,5,0,6,0,0,99,1,90.1
0,0.04365,0.679369411,1.570796327,-3.760412345,-0.173133894,-0.065221145,100.5087332,-1.590612413,1.025671432,0,0,5,0,6,0,0,99,1,90.2
0,0,0.744557459,0,-7.964656669,-0.131083125,0.026413147,99.60173934,-1.623674256,1.470050156,0,0,5,1,6,0,0,99,1,90.3
0,0,0.812101701,4.241150082,-8.805486327,-0.134233418,0.145075369,99.17192331,-1.60022103,1.488022052,0,0,5,1,6,0,0,99,1,90.4
0.1825,0,1.090132651,4.869468613,-7.454240996,-0.0534568,0.323213808,99.10761698,-1.530486923,1.127737529,0,0,5,1,6,0,0,99,1,90.5
0.11505,0,1.233075117,0.942477796,-6.082952687,-0.099460067,0.471103319,98.66878294,-1.427021498,0.403889947,0,0,5,1,6,0,0,99,1,90.6
0.09125,0,1.230718922,0,-6.297169686,-0.11630855,0.590806264,98.10404932,-1.300178178,-0.556205092,0,0,5,1,6,0,0,99,1,90.7
0,0,1.227577329,0,-7.500704357,-0.1674208,0.697201611,97.20425664,-1.158630927,-1.596019723,0,0,5,1,6,0,0,99,1,90.8
0,0,1.221294144,-0.785398163,-7.783805189,-0.170271667,0.790233609,96.20272715,-1.010441004,-2.595167629,0,0,5,0,6,0,0,99,1,90.9
0,0.35315,1.127046364,-1.884955592,-5.418168096,-0.514304562,0.83888198,94.20368556,-0.861327661,-3.542001563,0,0,5,0,6,0,0,99,1,91
0,0.46025,1.035940178,-1.570796327,-0.295708946,-0.610345082,0.890438805,91.45153413,-0.714411635,-4.499575362,0,0,5,0,6,0,0,99,1,91.1
0,0.40075,1.006880445,0,5.5024371,-0.547542552,0.950489281,88.88955247,-0.575379311,-5.401020243,0,0,5,0,6,0,0,99,1,91.2
0,0,1.006880445,0,8.777242141,-0.154039115,0.996732269,87.81072503,-0.454013663,-5.998444433,0,0,5,0,6,0,0,99,1,91.3
0,0,1.006880445,0,7.471784541,-0.151245096,0.969253623,86.84051574,-0.354290329,-6.166585365,0,0,5,0,6,0,0,99,1,91.4
0.10315,0,1.012378233,0.628318531,2.256311195,-0.094043315,0.923761294,86.18335745,-0.273376636,-5.974205236,0,0,5,0,6,0,0,99,1,91.5
0,0,1.022588409,0,-3.305335712,-0.143524324,0.859317187,85.43019181,-0.205444179,-5.524522143,0,0,5,0,6,0,0,99,1,91.6
0,0,1.082278669,2.35619449,-4.782679318,-0.139232415,0.80266516,84.71040539,-0.143533955,-4.931774496,0,0,5,0,6,0,0,99,1,91.7
0,0,1.097201234,-0.942477796,0.295455312,-0.136426347,0.756384236,84.02767297,-0.081743036,-4.274448938,0,0,5,0,6,0,0,99,1,91.8
0,0,1.181238838,5.183627878,10.14353107,-0.137293041,0.730593309,83.36924444,-0.014986987,-3.611927989,0,0,5,0,6,0,0,99,1,91.9
0,0,1.465552973,1.099557429,19.44404112,-0.153541813,0.761219845,82.64067854,0.057784315,-3.096935732,0,0,5,0,6,0,0,99,1,92
0,0,1.468694566,0.314159265,21.95703235,-0.15085872,0.757513468,81.89074251,0.135666769,-2.858851184,0,0,5,0,6,0,0,99,1,92.1
0,0,1.610851633,5.026548246,14.26846884,-0.160154787,0.799148719,81.09245267,0.217422386,-2.89021601,0,0,5,0,6,0,0,99,1,92.2
0,0,2.040464429,12.09513172,-1.78342261,-0.197015447,0.910688066,80.13937532,0.296499572,-3.285358743,0,0,5,1,6,1,0,99,1,92.3
0,0,2.599667921,7.539822369,-19.68986508,-0.256657321,1.063601052,78.89438593,0.360611577,-4.267250223,0,0,5,1,6,1,0,99,1,92.4
0,0.30155,2.803871443,0.157079633,-31.54483084,-0.581769126,1.145859965,76.50378236,0.398017563,-6.031329992,0,0,5,1,6,1,0,99,1,92.5
0,0.25395,2.79680286,-0.942477796,-32.70331133,-0.538904012,1.266215327,73.74744635,0.399792938,-8.534337325,0,0,5,1,6,1,0,99,1,92.6
0,0,2.495995363,-5.497787144,-24.3200406,-0.263457665,1.363641875,71.89184684,0.351344183,-11.36600099,0,0,5,1,6,1,0,99,1,92.7
0,0,2.099369291,-11.62389282,-12.41312934,-0.220352905,1.360416223,70.11409562,0.242574632,-14.08012977,0,0,3,1,6,0,0,99,1,92.8
0,0,1.656404727,-7.853981634,-3.977607716,-0.174912568,1.305776994,68.57629381,0.072552201,-16.37378434,0,0,3,1,6,0,0,99,1,92.9
0,0,1.482831732,0,-2.493518663,-0.156714858,1.247959101,67.28911486,-0.157301123,-18.0507271,0,0,3,1,6,0,0,99,1,93
0,0,1.47969014,-0.471238898,-5.835530564,-0.151769917,1.178998068,66.18583041,-0.444666552,-19.18565891,0,0,3,1,6,0,0,99,1,93.1
0,0,1.281769803,-6.597344573,-7.900897586,-0.128633785,1.051746167,65.28747026,-0.784539668,-19.91622029,0,0,3,1,6,0,0,99,1,93.2
0,0,0.628318531,-13.98008731,-3.232358455,-0.080402822,0.825402973,64.67811841,-1.165777474,-20.18114071,0,0,3,1,6,0,0,99,1,93.3
0,0,-0.065973446,-13.50884841,9.014281016,-0.052542712,0.574137009,64.33914063,-1.570806279,-19.70968068,0,0,5,1,6,0,0,99,1,93.4
0,0,-0.391913684,-1.570796327,23.53846312,-0.047935738,0.376198359,64.1564711,1.869271386,-18.37806729,0,0,5,1,6,0,0,99,1,93.5
0,0,-0.231692458,4.241150082,32.10775949,-0.04929008,0.247721468,64.03554755,1.469040287,-16.37842455,0,0,5,1,6,0,0,99,1,93.6
0,0,-0.196349541,-0.157079633,28.69274709,-0.050396267,0.12168463,63.91151632,1.089493798,-14.06470584,0,0,5,1,6,0,0,99,1,93.7
0,0,-0.0856084,4.241150082,13.74271169,-0.051025085,0.036148751,63.76193645,0.740650414,-11.69371549,0,0,5,1,6,0,0,99,1,93.8
0,0,0.018064158,-3.141592654,-5.508150847,-0.051172601,-0.01087366,63.58828879,0.429647335,-9.479836891,0,0,5,1,6,0,0,99,1,93.9
0,0,-0.17514379,2.827433388,-18.9539344,-0.051400559,-0.085225863,63.40377708,0.162981201,-7.457357498,0,0,5,1,6,0,0,99,1,94
0,0,0.287455728,7.539822369,-19.44115131,-0.051307175,-0.023339519,63.21796729,-0.057220113,-5.675740298,0,0,5,1,6,0,0,100,1,94.1
0,0,0.23954644,-8.482300165,-6.951363537,-0.051024744,-0.013729585,63.03383605,-0.23495365,-4.281758693,0,0,5,1,6,0,0,100,1,94.2
0,0,-0.366780942,-7.382742736,11.47828902,-0.052835475,-0.115135368,62.85076959,-0.367071987,-3.025970537,0,0,5,1,6,0,0,100,1,94.3
0,0,-0.497942436,1.413716694,25.93755514,-0.054406843,-0.129533755,62.65586863,-0.448140681,-1.573902729,0,0,5,1,6,0,0,100,1,94.4
0,0,-0.358926961,3.612831552,29.27210636,-0.052777802,-0.122026842,62.46404112,-0.478464989,0.092291063,0,0,5,1,6,0,0,100,1,94.5
0,0,0.215984495,19.16371519,20.65099419,-0.049524039,-0.018501505,62.28652001,-0.463149828,1.741029118,0,0,5,1,6,0,0,100,1,94.6
0,0,0.809745506,9.267698328,5.269157554,-0.058618273,0.097984031,62.0872085,-0.413434365,2.949588622,0,0,5,1,6,0,0,100,1,94.7
0,0,0.989601686,-1.884955592,-9.312360243,-0.063573055,0.163720282,61.87042796,-0.340064983,3.480261837,0,0,5,1,6,0,0,101,1,94.8
0,0,0.790110552,-2.827433388,-17.59511246,-0.059908023,0.193488785,61.66434335,-0.248824875,3.462006037,0,0,5,1,6,0,0,101,1,94.9
0,0,0.865508776,5.183627878,-18.61133009,-0.061249114,0.255694599,61.44525458,-0.14453804,3.13443233,0,0,5,1,6,0,0,101,1,95
0,0,0.998241066,2.513274123,-15.21003234,-0.067036112,0.335167822,61.19078286,-0.034720545,2.61055965,0,0,5,1,6,0,0,101,1,95.1
0.1468,0,1.137256541,2.042035225,-11.26829086,0.001788052,0.416227748,60.9348023,0.071914848,1.903121984,0,0,5,1,6,0,0,101,1,95.2
0.53905,0,1.251139274,2.35619449,-8.933735862,0.197230138,0.493327201,61.58107698,0.166513639,1.017132925,0,0,5,1,6,0,0,101,1,95.3
0.60545,0,1.302975553,0.157079633,-7.743791166,0.226591938,0.538360446,62.32458536,0.242366315,-0.029315251,0,0,5,1,6,0,0,102,1,95.4
0.60155,0,1.238572904,-5.183627878,-5.782967576,0.222155042,0.56794185,63.02079408,0.295004389,-1.192172988,0,0,5,1,6,0,0,102,1,95.5
0.58985,0,0.545851724,-11.62389282,-1.78091633,0.242683783,0.446254174,63.74356055,0.326542633,-2.224926837,0,0,5,1,6,0,0,102,1,95.6
0.60545,0,0.208915911,-1.099557429,3.590697328,0.25711313,0.373205653,64.56231938,0.345189401,-2.745834733,0,0,5,1,6,0,0,102,1,95.7
0.59375,0,0.347931386,3.298672286,8.079065621,0.248556318,0.351647437,65.39185733,0.355715209,-2.724294748,0,0,5,1,6,0,0,102,1,95.8
0.59765,0,0.498727834,4.398229715,9.50572877,0.245993934,0.336603559,66.24555286,0.359411404,-2.405763072,0,0,5,1,6,0,0,102,1,95.9
0.5742,0,0.785398163,2.670353756,7.331172124,0.224596255,0.357115392,67.0188575,0.356230279,-2.09498458,0,0,5,1,6,0,0,103,1,96
0.6172,0,0.600829595,-6.754424205,2.961559327,0.249817211,0.314358085,67.84415711,0.346510981,-1.97087309,0,0,5,1,6,0,0,103,1,96.1
